Ticker,datadate,gsector,,,,,
TLTW,2024-06-30,,,,,,
PDBA,2024-06-30,,,,,,
MSOX,2024-06-30,,,,,,
NDIV,2024-06-30,,,,,,
FDLS,2024-06-30,,,,,,
THRD,2024-06-30,35,,,,,
IBRN,2024-06-30,,,,,,
SPYI,2024-06-30,,,,,,
BNDI,2024-06-30,,,,,,
CSHI,2024-06-30,,,,,,
GNLX,2024-06-30,35,,,,,
XPER,2024-06-30,45,,,,,
KPOP,2024-06-30,,,,,,
ASST,2024-06-30,40,,,,,
ICG,2024-06-30,45,,,,,
AMZD,2024-06-30,,,,,,
AMZU,2024-06-30,,,,,,
GGLL,2024-06-30,,,,,,
GGLS,2024-06-30,,,,,,
MSFD,2024-06-30,,,,,,
BLLD,2024-06-30,,,,,,
BSCW,2024-06-30,,,,,,
BSJU,2024-06-30,,,,,,
OSEA,2024-06-30,,,,,,
IDVO,2024-06-30,,,,,,
PRZO,2024-06-30,45,,,,,
SUPX,2024-06-30,25,,,,,
THLV,2024-06-30,,,,,,
TAFI,2024-06-30,,,,,,
YEAR,2024-06-30,,,,,,
XFIV,2024-06-30,,,,,,
OAIM,2024-06-30,,,,,,
XHLF,2024-06-30,,,,,,
XTRE,2024-06-30,,,,,,
XTWY,2024-06-30,,,,,,
XTWO,2024-06-30,,,,,,
KDIV,2024-06-30,,,,,,
OAEM,2024-06-30,,,,,,
XONE,2024-06-30,,,,,,
XSVN,2024-06-30,,,,,,
XTEN,2024-06-30,,,,,,
STRV,2024-06-30,,,,,,
BUYW,2024-06-30,,,,,,
CCSO,2024-06-30,,,,,,
DIVD,2024-06-30,,,,,,
IWTR,2024-06-30,,,,,,
XC,2024-06-30,,,,,,
XSEP,2024-06-30,,,,,,
PRME,2024-06-30,35,,,,,
CVKD,2024-06-30,35,,,,,
NXUR,2024-06-30,25,,,,,
BHVN,2024-06-30,35,,,,,
BHM,2024-06-30,60,,,,,
JHDV,2024-06-30,,,,,,
WLGSF,2024-06-30,20,,,,,
NXTE,2024-06-30,,,,,,
AVIE,2024-06-30,,,,,,
AVGE,2024-06-30,,,,,,
PBDC,2024-06-30,,,,,,
MAXI,2024-06-30,,,,,,
SYNB,2024-06-30,,,,,,
CWD,2024-06-30,40,,,,,
MBLY,2024-06-30,25,,,,,
ARBB,2024-06-30,45,,,,,
BWEB,2024-06-30,,,,,,
EOCT,2024-06-30,,,,,,
IOCT,2024-06-30,,,,,,
SRHQ,2024-06-30,,,,,,
RYLG,2024-06-30,,,,,,
TSME,2024-06-30,,,,,,
BRLN,2024-06-30,,,,,,
SMOT,2024-06-30,,,,,,
XUSP,2024-06-30,,,,,,
TUSI,2024-06-30,,,,,,
SHOC,2024-06-30,,,,,,
DSMC,2024-06-30,,,,,,
PLRZ,2024-06-30,35,,,,,
INEO,2024-06-30,25,,,,,
FTEL,2024-06-30,25,,,,,
YALL,2024-06-30,,,,,,
HFND,2024-06-30,,,,,,
MODL,2024-06-30,,,,,,
SCMB,2024-06-30,,,,,,
HAPI,2024-06-30,,,,,,
KMET,2024-06-30,,,,,,
SDSI,2024-06-30,,,,,,
QQQS,2024-06-30,,,,,,
MCH,2024-06-30,,,,,,
BRNY,2024-06-30,,,,,,
BBLU,2024-06-30,,,,,,
XCOR,2024-06-30,,,,,,
XNAV,2024-06-30,,,,,,
ACRV,2024-06-30,35,,,,,
GXAI,2024-06-30,50,,,,,
SNAL,2024-06-30,50,,,,,
DFDV,2024-06-30,40,,,,,
JEWL,2024-06-30,15,,,,,
RNEW,2024-06-30,,,,,,
RDVI,2024-06-30,,,,,,
SHDG,2024-06-30,,,,,,
NBCM,2024-06-30,,,,,,
IQHI,2024-06-30,,,,,,
UYLD,2024-06-30,,,,,,
IQSM,2024-06-30,,,,,,
MISL,2024-06-30,,,,,,
THYF,2024-06-30,,,,,,
FTGS,2024-06-30,,,,,,
RXO,2024-06-30,20,,,,,
CGMS,2024-06-30,,,,,,
CGMU,2024-06-30,,,,,,
CGSD,2024-06-30,,,,,,
BMN,2024-06-30,,,,,,
HIGH,2024-06-30,,,,,,
BUCK,2024-06-30,,,,,,
DVAL,2024-06-30,,,,,,
MCSE,2024-06-30,,,,,,
JUCY,2024-06-30,,,,,,
KSTR,2024-06-30,,,,,,
DFSI,2024-06-30,,,,,,
DFSE,2024-06-30,,,,,,
DFSU,2024-06-30,,,,,,
BKGI,2024-06-30,,,,,,
INC,2024-06-30,,,,,,
EFRA,2024-06-30,,,,,,
EIPX,2024-06-30,,,,,,
RVRB,2024-06-30,,,,,,
ADPV,2024-06-30,,,,,,
NVBT,2024-06-30,,,,,,
NVBW,2024-06-30,,,,,,
OAKC,2024-06-30,40,,,,,
CARY,2024-06-30,,,,,,
SFLR,2024-06-30,,,,,,
SNPD,2024-06-30,,,,,,
SNPG,2024-06-30,,,,,,
SNPV,2024-06-30,,,,,,
ASPI,2024-06-30,15,,,,,
STXD,2024-06-30,,,,,,
STXG,2024-06-30,,,,,,
STXK,2024-06-30,,,,,,
STXV,2024-06-30,,,,,,
OBIL,2024-06-30,,,,,,
TUA,2024-06-30,,,,,,
DFSB,2024-06-30,,,,,,
SKWD,2024-06-30,40,,,,,
HIDE,2024-06-30,,,,,,
FDV,2024-06-30,,,,,,
ERET,2024-06-30,,,,,,
MEDI,2024-06-30,,,,,,
IGTR,2024-06-30,,,,,,
HDUS,2024-06-30,,,,,,
TFLR,2024-06-30,,,,,,
TXO,2024-06-30,10,,,,,
BKV,2024-06-30,10,,,,,
FYLG,2024-06-30,,,,,,
TYLG,2024-06-30,,,,,,
HYLG,2024-06-30,,,,,,
TSLY,2024-06-30,,,,,,
OARK,2024-06-30,,,,,,
FIAX,2024-06-30,,,,,,
DECT,2024-06-30,,,,,,
DECW,2024-06-30,,,,,,
ION,2024-06-30,,,,,,
BAM,2024-06-30,40,,,,,
GEHC,2024-06-30,35,,,,,
INTL,2024-06-30,,,,,,
SYTTY,2024-06-30,60,,,,,
QVOY,2024-06-30,,,,,,
DFGR,2024-06-30,,,,,,
DFLV,2024-06-30,,,,,,
GTOS,2024-06-30,,,,,,
RNWZ,2024-06-30,,,,,,
MBC,2024-06-30,20,,,,,
EQTY,2024-06-30,,,,,,
BABX,2024-06-30,,,,,,
FBL,2024-06-30,,,,,,
NVDL,2024-06-30,,,,,,
VEMY,2024-06-30,,,,,,
PJFG,2024-06-30,,,,,,
PJFV,2024-06-30,,,,,,
PBL,2024-06-30,,,,,,
QGRW,2024-06-30,,,,,,
INFR,2024-06-30,,,,,,
BOXX,2024-06-30,,,,,,
OAIA,2024-06-30,,,,,,
JHID,2024-06-30,,,,,,
COWG,2024-06-30,,,,,,
PIT,2024-06-30,,,,,,
ARP,2024-06-30,,,,,,
COYA,2024-06-30,35,,,,,
GLXG,2024-06-30,20,,,,,
HMR,2024-06-30,10,,,,,
MDBH,2024-06-30,40,,,,,
FCUS,2024-06-30,,,,,,
RYET,2024-06-30,25,,,,,
GCAD,2024-06-30,,,,,,
KVUE,2024-06-30,30,,,,,
LRE,2024-06-30,25,,,,,
OMH,2024-06-30,60,,,,,
VTS,2024-06-30,10,,,,,
WCEO,2024-06-30,,,,,,
SNAV,2024-06-30,,,,,,
MEMX,2024-06-30,,,,,,
ZSB,2024-06-30,,,,,,
CLOA,2024-06-30,,,,,,
KLIP,2024-06-30,,,,,,
NVIR,2024-06-30,,,,,,
MLYS,2024-06-30,35,,,,,
WAI,2024-06-30,40,,,,,
PRFD,2024-06-30,,,,,,
PCRB,2024-06-30,,,,,,
PULT,2024-06-30,,,,,,
PPIE,2024-06-30,,,,,,
PHYD,2024-06-30,,,,,,
PPEM,2024-06-30,,,,,,
CLOZ,2024-06-30,,,,,,
BFRG,2024-06-30,35,,,,,
QSG,2024-06-30,25,,,,,
TPMN,2024-06-30,,,,,,
FTBD,2024-06-30,,,,,,
SLMT,2024-06-30,50,,,,,
MEDX,2024-06-30,,,,,,
SPAQ,2024-06-30,,,,,,
NRXS,2024-06-30,35,,,,,
STXE,2024-06-30,,,,,,
FBGL,2024-06-30,20,,,,,
ISPR,2024-06-30,30,,,,,
GITS,2024-06-30,50,,,,,
COPJ,2024-06-30,,,,,,
LITP,2024-06-30,,,,,,
SETM,2024-06-30,,,,,,
URNJ,2024-06-30,,,,,,
EGUS,2024-06-30,,,,,,
EVUS,2024-06-30,,,,,,
FEBT,2024-06-30,,,,,,
FEBW,2024-06-30,,,,,,
LALT,2024-06-30,,,,,,
CDEI,2024-06-30,,,,,,
CVIE,2024-06-30,,,,,,
CVLC,2024-06-30,,,,,,
CVMC,2024-06-30,,,,,,
CVSB,2024-06-30,,,,,,
CVSE,2024-06-30,,,,,,
GPCR,2024-06-30,35,,,,,
RYSE,2024-06-30,,,,,,
AESI,2024-06-30,10,,,,,
VHAI,2024-06-30,45,,,,,
SROI,2024-06-30,,,,,,
UNIY,2024-06-30,,,,,,
GOP,2024-06-30,,,,,,
NANC,2024-06-30,,,,,,
SURI,2024-06-30,,,,,,
HSAI,2024-06-30,25,,,,,
NXT,2024-06-30,20,,,,,
WETO,2024-06-30,20,,,,,
CAMX,2024-06-30,,,,,,
UCAR,2024-06-30,25,,,,,
AIXI,2024-06-30,45,,,,,
GDHG,2024-06-30,25,,,,,
SFWL,2024-06-30,20,,,,,
GFEB,2024-06-30,,,,,,
TORO,2024-06-30,20,,,,,
QYLE,2024-06-30,,,,,,
GDTC,2024-06-30,35,,,,,
ATMU,2024-06-30,20,,,,,
XYLE,2024-06-30,,,,,,
MWG,2024-06-30,20,,,,,
BSMW,2024-06-30,,,,,,
MART,2024-06-30,,,,,,
MARW,2024-06-30,,,,,,
EMDM,2024-06-30,,,,,,
CAOS,2024-06-30,,,,,,
MGIH,2024-06-30,15,,,,,
XBIL,2024-06-30,,,,,,
AWEG,2024-06-30,,,,,,
JPSV,2024-06-30,,,,,,
LITRF,2024-06-30,15,,,,,
GMUN,2024-06-30,,,,,,
VTES,2024-06-30,,,,,,
BSVO,2024-06-30,,,,,,
FTIF,2024-06-30,,,,,,
FUSI,2024-06-30,,,,,,
JCHI,2024-06-30,,,,,,
UMAC,2024-06-30,45,,,,,
LOBO,2024-06-30,25,,,,,
MGRX,2024-06-30,30,,,,,
GMAR,2024-06-30,,,,,,
XMAR,2024-06-30,,,,,,
BITC,2024-06-30,,,,,,
NIKL,2024-06-30,,,,,,
FWD,2024-06-30,,,,,,
HIDV,2024-06-30,,,,,,
LOWV,2024-06-30,,,,,,
BANL,2024-06-30,10,,,,,
STHO,2024-06-30,60,,,,,
LMGIF,2024-06-30,45,,,,,
LAES,2024-06-30,45,,,,,
UFIV,2024-06-30,,,,,,
USVN,2024-06-30,,,,,,
UTHY,2024-06-30,,,,,,
UTRE,2024-06-30,,,,,,
UTWY,2024-06-30,,,,,,
HARD,2024-06-30,,,,,,
CXT,2024-06-30,45,,,,,
GDEF,2024-06-30,,,,,,
IVRS,2024-06-30,,,,,,
ETEC,2024-06-30,,,,,,
DYTA,2024-06-30,,,,,,
SGLC,2024-06-30,,,,,,
USCA,2024-06-30,,,,,,
DMBS,2024-06-30,,,,,,
DCRE,2024-06-30,,,,,,
RLEA,2024-06-30,25,,,,,
IBOT,2024-06-30,,,,,,
MAGS,2024-06-30,,,,,,
MKAM,2024-06-30,,,,,,
VCIG,2024-06-30,20,,,,,
FDAT,2024-06-30,,,,,,
PTEC,2024-06-30,,,,,,
HAPS,2024-06-30,,,,,,
BSR,2024-06-30,,,,,,
BTR,2024-06-30,,,,,,
APLY,2024-06-30,,,,,,
ZVOL,2024-06-30,,,,,,
TRNR,2024-06-30,25,,,,,
USGO,2024-06-30,15,,,,,
BBIB,2024-06-30,,,,,,
BBLB,2024-06-30,,,,,,
BBSB,2024-06-30,,,,,,
JYD,2024-06-30,20,,,,,
KGS,2024-06-30,10,,,,,
GAPR,2024-06-30,,,,,,
CETF,2024-06-30,,,,,,
MDLV,2024-06-30,,,,,,
CRED,2024-06-30,,,,,,
DOGG,2024-06-30,,,,,,
EHGO,2024-06-30,20,,,,,
WOK,2024-06-30,35,,,,,
MAYT,2024-06-30,,,,,,
MAYW,2024-06-30,,,,,,
HEAT,2024-06-30,,,,,,
CAFG,2024-06-30,,,,,,
SXTP,2024-06-30,35,,,,,
CTNT,2024-06-30,25,,,,,
SLRN,2024-06-30,35,,,,,
PTHS,2024-06-30,35,,,,,
PASW,2024-06-30,25,,,,,
AXG,2024-06-30,40,,,,,
APCB,2024-06-30,,,,,,
APMU,2024-06-30,,,,,,
APIE,2024-06-30,,,,,,
APUE,2024-06-30,,,,,,
BWET,2024-06-30,,,,,,
USE,2024-06-30,,,,,,
SYRA,2024-06-30,35,,,,,
WBUY,2024-06-30,30,,,,,
FIHL,2024-06-30,40,,,,,
IQRA,2024-06-30,,,,,,
CMDT,2024-06-30,,,,,,
RSHO,2024-06-30,,,,,,
BDGS,2024-06-30,,,,,,
IBMR,2024-06-30,,,,,,
BBEM,2024-06-30,,,,,,
BBIP,2024-06-30,,,,,,
NVDY,2024-06-30,,,,,,
TOLL,2024-06-30,,,,,,
LUX,2024-06-30,,,,,,
HYFI,2024-06-30,,,,,,
EMM,2024-06-30,,,,,,
EMC,2024-06-30,,,,,,
BKIV,2024-06-30,,,,,,
BKWO,2024-06-30,,,,,,
MGRM,2024-06-30,35,,,,,
ECML,2024-06-30,,,,,,
AMPD,2024-06-30,,,,,,
KNF,2024-06-30,15,,,,,
CHAT,2024-06-30,,,,,,
PEMX,2024-06-30,,,,,,
ZTAX,2024-06-30,,,,,,
GMAY,2024-06-30,,,,,,
SMAY,2024-06-30,,,,,,
ADVB,2024-06-30,35,,,,,
BLCV,2024-06-30,,,,,,
BINC,2024-06-30,,,,,,
YIBO,2024-06-30,20,,,,,
EBFI,2024-06-30,20,,,,,
JUNT,2024-06-30,,,,,,
JUNW,2024-06-30,,,,,,
AZTR,2024-06-30,35,,,,,
BOF,2024-06-30,30,,,,,
SPPL,2024-06-30,20,,,,,
GXUS,2024-06-30,,,,,,
RUNN,2024-06-30,,,,,,
USCL,2024-06-30,,,,,,
INCM,2024-06-30,,,,,,
RMIF,2024-06-30,,,,,,
FBOT,2024-06-30,,,,,,
FDCF,2024-06-30,,,,,,
FDFF,2024-06-30,,,,,,
FDTX,2024-06-30,,,,,,
FMED,2024-06-30,,,,,,
REAI,2024-06-30,,,,,,
CISS,2024-06-30,20,,,,,
SRBK,2024-06-30,40,,,,,
ROMA,2024-06-30,20,,,,,
DUBS,2024-06-30,,,,,,
EQLS,2024-06-30,,,,,,
TCAF,2024-06-30,,,,,,
TGRT,2024-06-30,,,,,,
TOUS,2024-06-30,,,,,,
TMSL,2024-06-30,,,,,,
TVAL,2024-06-30,,,,,,
CAVA,2024-06-30,25,,,,,
FTRE,2024-06-30,35,,,,,
FDIF,2024-06-30,,,,,,
GJUN,2024-06-30,,,,,,
FFLS,2024-06-30,,,,,,
CLIP,2024-06-30,,,,,,
DDC,2024-06-30,30,,,,,
VFLO,2024-06-30,,,,,,
HCMT,2024-06-30,,,,,,
PYLD,2024-06-30,,,,,,
BILZ,2024-06-30,,,,,,
ICOP,2024-06-30,,,,,,
ILIT,2024-06-30,,,,,,
IBDY,2024-06-30,,,,,,
IBHJ,2024-06-30,,,,,,
BITX,2024-06-30,,,,,,
DFCA,2024-06-30,,,,,,
CRDT,2024-06-30,,,,,,
PHIN,2024-06-30,25,,,,,
GENK,2024-06-30,25,,,,,
IBTO,2024-06-30,,,,,,
AVNM,2024-06-30,,,,,,
AVGV,2024-06-30,,,,,,
AVMA,2024-06-30,,,,,,
AVNV,2024-06-30,,,,,,
LSGR,2024-06-30,,,,,,
BDVG,2024-06-30,,,,,,
IVVB,2024-06-30,,,,,,
IVVM,2024-06-30,,,,,,
JULD,2024-06-30,,,,,,
JULH,2024-06-30,,,,,,
JULJ,2024-06-30,,,,,,
JULQ,2024-06-30,,,,,,
EPWK,2024-06-30,50,,,,,
GSIW,2024-06-30,40,,,,,
AURE,2024-06-30,40,,,,,
DTCK,2024-06-30,30,,,,,
APGE,2024-06-30,35,,,,,
SRFM,2024-06-30,20,,,,,
MUSQ,2024-06-30,,,,,,
AZI,2024-06-30,25,,,,,
NVD,2024-06-30,,,,,,
ODD,2024-06-30,30,,,,,
TURB,2024-06-30,20,,,,,
SCYB,2024-06-30,,,,,,
QIS,2024-06-30,,,,,,
SN,2024-06-30,25,,,,,
FLOW,2024-06-30,,,,,,
TFPN,2024-06-30,,,,,,
GPAK,2024-06-30,50,,,,,
CALI,2024-06-30,,,,,,
CHPS,2024-06-30,,,,,,
PSWD,2024-06-30,,,,,,
UPGR,2024-06-30,,,,,,
GPOW,2024-06-30,,,,,,
BCHP,2024-06-30,,,,,,
TXS,2024-06-30,,,,,,
YHC,2024-06-30,50,,,,,
MKOR,2024-06-30,,,,,,
JMHI,2024-06-30,,,,,,
JMSI,2024-06-30,,,,,,
NCL,2024-06-30,20,,,,,
TSBX,2024-06-30,35,,,,,
TJUL,2024-06-30,,,,,,
ATGL,2024-06-30,45,,,,,
CLOX,2024-06-30,,,,,,
TSEC,2024-06-30,,,,,,
AVDS,2024-06-30,,,,,,
AMZY,2024-06-30,,,,,,
CPBI,2024-06-30,40,,,,,
PAAA,2024-06-30,,,,,,
PSDM,2024-06-30,,,,,,
DYLG,2024-06-30,,,,,,
INHD,2024-06-30,15,,,,,
USFI,2024-06-30,,,,,,
FBY,2024-06-30,,,,,,
GOOY,2024-06-30,,,,,,
JPEF,2024-06-30,,,,,,
JPLD,2024-06-30,,,,,,
ROE,2024-06-30,,,,,,
AUGT,2024-06-30,,,,,,
AUGW,2024-06-30,,,,,,
VETZ,2024-06-30,,,,,,
MIRA,2024-06-30,35,,,,,
MGOV,2024-06-30,,,,,,
LLYVK,2024-06-30,50,,,,,
RR,2024-06-30,20,,,,,
IVP,2024-06-30,35,,,,,
HF,2024-06-30,,,,,,
NWGL,2024-06-30,15,,,,,
VLTO,2024-06-30,20,,,,,
NATL,2024-06-30,40,,,,,
TGLR,2024-06-30,,,,,,
ZSC,2024-06-30,,,,,,
TDVI,2024-06-30,,,,,,
PUTD,2024-06-30,,,,,,
BUXX,2024-06-30,,,,,,
NBBK,2024-06-30,40,,,,,
AIRE,2024-06-30,45,,,,,
FIIG,2024-06-30,,,,,,
SDVD,2024-06-30,,,,,,
VSME,2024-06-30,50,,,,,
CANC,2024-06-30,,,,,,
GMM,2024-06-30,50,,,,,
DIVL,2024-06-30,,,,,,
ROYA,2024-06-30,,,,,,
CONY,2024-06-30,,,,,,
MENS,2024-06-30,35,,,,,
NDIA,2024-06-30,,,,,,
BRAZ,2024-06-30,,,,,,
KLG,2024-06-30,30,,,,,
GAUG,2024-06-30,,,,,,
SAUG,2024-06-30,,,,,,
XAUG,2024-06-30,,,,,,
AMDS,2024-06-30,,,,,,
TSDD,2024-06-30,,,,,,
TSLR,2024-06-30,,,,,,
CVRD,2024-06-30,,,,,,
CAML,2024-06-30,,,,,,
CSMD,2024-06-30,,,,,,
LGRO,2024-06-30,,,,,,
CMCI,2024-06-30,,,,,,
LUXX,2024-06-30,,,,,,
FCFY,2024-06-30,,,,,,
DISO,2024-06-30,,,,,,
KEM,2024-06-30,,,,,,
MSFO,2024-06-30,,,,,,
DARP,2024-06-30,,,,,,
MAGG,2024-06-30,,,,,,
PCGG,2024-06-30,,,,,,
USSE,2024-06-30,,,,,,
AHLT,2024-06-30,,,,,,
XOMO,2024-06-30,,,,,,
FTWO,2024-06-30,,,,,,
ISEP,2024-06-30,,,,,,
SEPT,2024-06-30,,,,,,
SEPW,2024-06-30,,,,,,
RYDE,2024-06-30,20,,,,,
LGCB,2024-06-30,25,,,,,
SGN,2024-06-30,45,,,,,
RSST,2024-06-30,,,,,,
XFIX,2024-06-30,,,,,,
MSTI,2024-06-30,,,,,,
PODC,2024-06-30,50,,,,,
ARM,2024-06-30,45,,,,,
AAUC,2024-06-30,15,,,,,
NMRA,2024-06-30,35,,,,,
KVYO,2024-06-30,45,,,,,
KSEA,2024-06-30,,,,,,
SPDG,2024-06-30,,,,,,
JPMO,2024-06-30,,,,,,
DCOR,2024-06-30,,,,,,
SHLD,2024-06-30,,,,,,
NVDD,2024-06-30,,,,,,
NVDU,2024-06-30,,,,,,
COWS,2024-06-30,,,,,,
SMRI,2024-06-30,,,,,,
JGLO,2024-06-30,,,,,,
JIVE,2024-06-30,,,,,,
QQQY,2024-06-30,,,,,,
MAPP,2024-06-30,,,,,,
IBIA,2024-06-30,,,,,,
IBIB,2024-06-30,,,,,,
IBIC,2024-06-30,,,,,,
IBID,2024-06-30,,,,,,
IBIE,2024-06-30,,,,,,
BGIG,2024-06-30,,,,,,
CART,2024-06-30,30,,,,,
XISE,2024-06-30,,,,,,
GSEP,2024-06-30,,,,,,
WDTE,2024-06-30,,,,,,
AMDY,2024-06-30,,,,,,
BSCX,2024-06-30,,,,,,
BSJV,2024-06-30,,,,,,
BSSX,2024-06-30,,,,,,
FDIV,2024-06-30,,,,,,
HCOW,2024-06-30,,,,,,
LRGC,2024-06-30,,,,,,
WABF,2024-06-30,,,,,,
IBIF,2024-06-30,,,,,,
IBIG,2024-06-30,,,,,,
LNGG,2024-06-30,,,,,,
IBII,2024-06-30,,,,,,
IBIJ,2024-06-30,,,,,,
DESK,2024-06-30,,,,,,
IBIH,2024-06-30,,,,,,
ADVE,2024-06-30,,,,,,
JPAN,2024-06-30,,,,,,
INDE,2024-06-30,,,,,,
ASIA,2024-06-30,,,,,,
EMSF,2024-06-30,,,,,,
GGM,2024-06-30,,,,,,
PYPY,2024-06-30,,,,,,
BAMB,2024-06-30,,,,,,
BAMG,2024-06-30,,,,,,
BAMU,2024-06-30,,,,,,
BAMV,2024-06-30,,,,,,
DFAW,2024-06-30,,,,,,
DUSB,2024-06-30,,,,,,
VSTS,2024-06-30,20,,,,,
TRSG,2024-06-30,45,,,,,
AVLC,2024-06-30,,,,,,
BALI,2024-06-30,,,,,,
BAMA,2024-06-30,,,,,,
BAMD,2024-06-30,,,,,,
BAMO,2024-06-30,,,,,,
BAMY,2024-06-30,,,,,,
TMET,2024-06-30,,,,,,
CGIE,2024-06-30,,,,,,
CGDG,2024-06-30,,,,,,
CGBL,2024-06-30,,,,,,
CGCB,2024-06-30,,,,,,
CGSM,2024-06-30,,,,,,
HELO,2024-06-30,,,,,,
ANL,2024-06-30,35,,,,,
LXEO,2024-06-30,35,,,,,
ELAB,2024-06-30,30,,,,,
EALT,2024-06-30,,,,,,
EFUT,2024-06-30,,,,,,
HOCT,2024-06-30,,,,,,
LOCT,2024-06-30,,,,,,
OCTD,2024-06-30,,,,,,
OCTH,2024-06-30,,,,,,
OCTJ,2024-06-30,,,,,,
OCTQ,2024-06-30,,,,,,
ZALT,2024-06-30,,,,,,
AETH,2024-06-30,,,,,,
EETH,2024-06-30,,,,,,
BETE,2024-06-30,,,,,,
BETH,2024-06-30,,,,,,
LAC,2024-06-30,15,,,,,
BTOP,2024-06-30,,,,,,
CVRT,2024-06-30,,,,,,
FDCE,2024-06-30,,,,,,
FDGR,2024-06-30,,,,,,
FDTB,2024-06-30,,,,,,
FDVL,2024-06-30,,,,,,
SOVF,2024-06-30,,,,,,
SMIZ,2024-06-30,,,,,,
BIRK,2024-06-30,25,,,,,
GRDN,2024-06-30,30,,,,,
TDTH,2024-06-30,45,,,,,
BINV,2024-06-30,,,,,,
BSMC,2024-06-30,,,,,,
BUSA,2024-06-30,,,,,,
JTEK,2024-06-30,,,,,,
VWI,2024-06-30,,,,,,
GSC,2024-06-30,,,,,,
SHIM,2024-06-30,20,,,,,
HXHX,2024-06-30,20,,,,,
ALUM,2024-06-30,,,,,,
QMMM,2024-06-30,50,,,,,
FEBO,2024-06-30,25,,,,,
KAPA,2024-06-30,35,,,,,
XRLX,2024-06-30,,,,,,
XFLX,2024-06-30,,,,,,
FEPI,2024-06-30,,,,,,
XYZY,2024-06-30,,,,,,
MDCX,2024-06-30,35,,,,,
JBND,2024-06-30,,,,,,
NAKA,2024-06-30,35,,,,,
QUVU,2024-06-30,,,,,,
NBGR,2024-06-30,,,,,,
NBCE,2024-06-30,,,,,,
CGRO,2024-06-30,,,,,,
ORIS,2024-06-30,30,,,,,
TANAF,2024-06-30,35,,,,,
TSLT,2024-06-30,,,,,,
TSLZ,2024-06-30,,,,,,
NVDQ,2024-06-30,,,,,,
NVDX,2024-06-30,,,,,,
ITDI,2024-06-30,,,,,,
PHEQ,2024-06-30,,,,,,
PAPI,2024-06-30,,,,,,
EVSB,2024-06-30,,,,,,
EVHY,2024-06-30,,,,,,
EVIM,2024-06-30,,,,,,
ITDG,2024-06-30,,,,,,
ITDA,2024-06-30,,,,,,
ITDH,2024-06-30,,,,,,
ITDB,2024-06-30,,,,,,
ITDC,2024-06-30,,,,,,
ITDD,2024-06-30,,,,,,
ITDE,2024-06-30,,,,,,
ITDF,2024-06-30,,,,,,
IRTR,2024-06-30,,,,,,
XOCT,2024-06-30,,,,,,
GOCT,2024-06-30,,,,,,
MRNY,2024-06-30,,,,,,
MNR,2024-06-30,10,,,,,
BLCR,2024-06-30,,,,,,
GPIQ,2024-06-30,,,,,,
GPIX,2024-06-30,,,,,,
BUFZ,2024-06-30,,,,,,
WAY,2024-06-30,35,,,,,
TSLP,2024-06-30,,,,,,
NFLP,2024-06-30,,,,,,
AAPY,2024-06-30,,,,,,
BHYB,2024-06-30,,,,,,
NLOP,2024-06-30,60,,,,,
RAY,2024-06-30,25,,,,,
MSFY,2024-06-30,,,,,,
GOOP,2024-06-30,,,,,,
AMZP,2024-06-30,,,,,,
FTHF,2024-06-30,,,,,,
IWMY,2024-06-30,,,,,,
LGCL,2024-06-30,20,,,,,
SYNX,2024-06-30,20,,,,,
INOV,2024-06-30,,,,,,
JDOC,2024-06-30,,,,,,
KNGS,2024-06-30,,,,,,
IBO,2024-06-30,35,,,,,
DFVX,2024-06-30,,,,,,
SRHR,2024-06-30,,,,,,
DVDN,2024-06-30,,,,,,
JHMU,2024-06-30,,,,,,
MTEN,2024-06-30,25,,,,,
TLIH,2024-06-30,20,,,,,
JHAC,2024-06-30,,,,,,
SETH,2024-06-30,,,,,,
BIYA,2024-06-30,20,,,,,
MURA,2024-06-30,35,,,,,
FFOG,2024-06-30,,,,,,
SHRT,2024-06-30,,,,,,
CRGX,2024-06-30,35,,,,,
TBG,2024-06-30,,,,,,
MTBA,2024-06-30,,,,,,
PMNT,2024-06-30,25,,,,,
LQAI,2024-06-30,,,,,,
DFGP,2024-06-30,,,,,,
DFGX,2024-06-30,,,,,,
DGCB,2024-06-30,,,,,,
BEEZ,2024-06-30,,,,,,
FTCB,2024-06-30,,,,,,
EMCC,2024-06-30,,,,,,
WXM,2024-06-30,20,,,,,
FBLG,2024-06-30,35,,,,,
BWTG,2024-06-30,,,,,,
JSI,2024-06-30,,,,,,
AVEE,2024-06-30,,,,,,
AVMC,2024-06-30,,,,,,
AVMV,2024-06-30,,,,,,
JL,2024-06-30,25,,,,,
HG,2024-06-30,40,,,,,
BTOC,2024-06-30,20,,,,,
ULS,2024-06-30,20,,,,,
ARKA,2024-06-30,,,,,,
ARKZ,2024-06-30,,,,,,
DYNI,2024-06-30,,,,,,
SPQ,2024-06-30,,,,,,
ARKC,2024-06-30,,,,,,
ARKD,2024-06-30,,,,,,
ARKY,2024-06-30,,,,,,
GHMS,2024-06-30,,,,,,
SOFR,2024-06-30,,,,,,
THTA,2024-06-30,,,,,,
QLTY,2024-06-30,,,,,,
SDCP,2024-06-30,,,,,,
CRTC,2024-06-30,,,,,,
GHEE,2024-06-30,,,,,,
SNOV,2024-06-30,,,,,,
FELC,2024-06-30,,,,,,
FELV,2024-06-30,,,,,,
FELG,2024-06-30,,,,,,
FENI,2024-06-30,,,,,,
