Ticker,datadate,gsector,,,,,
ELAB,2024-09-30,30,,,,,
EALT,2024-09-30,,,,,,
HOCT,2024-09-30,,,,,,
LOCT,2024-09-30,,,,,,
OCTD,2024-09-30,,,,,,
OCTH,2024-09-30,,,,,,
OCTJ,2024-09-30,,,,,,
OCTQ,2024-09-30,,,,,,
ZALT,2024-09-30,,,,,,
AETH,2024-09-30,,,,,,
EETH,2024-09-30,,,,,,
BETE,2024-09-30,,,,,,
BETH,2024-09-30,,,,,,
LAC,2024-09-30,15,,,,,
BTOP,2024-09-30,,,,,,
CVRT,2024-09-30,,,,,,
FDCE,2024-09-30,,,,,,
FDGR,2024-09-30,,,,,,
FDTB,2024-09-30,,,,,,
FDVL,2024-09-30,,,,,,
SOVF,2024-09-30,,,,,,
SMIZ,2024-09-30,,,,,,
BIRK,2024-09-30,25,,,,,
GRDN,2024-09-30,30,,,,,
TDTH,2024-09-30,45,,,,,
BINV,2024-09-30,,,,,,
BSMC,2024-09-30,,,,,,
BUSA,2024-09-30,,,,,,
JTEK,2024-09-30,,,,,,
VWI,2024-09-30,,,,,,
GSC,2024-09-30,,,,,,
SHIM,2024-09-30,20,,,,,
HXHX,2024-09-30,20,,,,,
ALUM,2024-09-30,,,,,,
QMMM,2024-09-30,50,,,,,
FEBO,2024-09-30,25,,,,,
KAPA,2024-09-30,35,,,,,
XRLX,2024-09-30,,,,,,
XFLX,2024-09-30,,,,,,
FEPI,2024-09-30,,,,,,
XYZY,2024-09-30,,,,,,
MDCX,2024-09-30,35,,,,,
JBND,2024-09-30,,,,,,
NAKA,2024-09-30,35,,,,,
QUVU,2024-09-30,,,,,,
NBGR,2024-09-30,,,,,,
NBCE,2024-09-30,,,,,,
CGRO,2024-09-30,,,,,,
ORIS,2024-09-30,30,,,,,
TANAF,2024-09-30,35,,,,,
TSLT,2024-09-30,,,,,,
TSLZ,2024-09-30,,,,,,
NVDQ,2024-09-30,,,,,,
NVDX,2024-09-30,,,,,,
ITDI,2024-09-30,,,,,,
PHEQ,2024-09-30,,,,,,
PAPI,2024-09-30,,,,,,
EVSB,2024-09-30,,,,,,
EVHY,2024-09-30,,,,,,
EVIM,2024-09-30,,,,,,
ITDG,2024-09-30,,,,,,
ITDA,2024-09-30,,,,,,
ITDH,2024-09-30,,,,,,
ITDB,2024-09-30,,,,,,
ITDC,2024-09-30,,,,,,
ITDD,2024-09-30,,,,,,
ITDE,2024-09-30,,,,,,
ITDF,2024-09-30,,,,,,
IRTR,2024-09-30,,,,,,
XOCT,2024-09-30,,,,,,
GOCT,2024-09-30,,,,,,
MRNY,2024-09-30,,,,,,
MNR,2024-09-30,10,,,,,
BLCR,2024-09-30,,,,,,
GPIQ,2024-09-30,,,,,,
GPIX,2024-09-30,,,,,,
BUFZ,2024-09-30,,,,,,
WAY,2024-09-30,35,,,,,
TSLP,2024-09-30,,,,,,
NFLP,2024-09-30,,,,,,
AAPY,2024-09-30,,,,,,
BHYB,2024-09-30,,,,,,
NLOP,2024-09-30,60,,,,,
RAY,2024-09-30,25,,,,,
MSFY,2024-09-30,,,,,,
GOOP,2024-09-30,,,,,,
AMZP,2024-09-30,,,,,,
FTHF,2024-09-30,,,,,,
IWMY,2024-09-30,,,,,,
LGCL,2024-09-30,20,,,,,
SYNX,2024-09-30,20,,,,,
INOV,2024-09-30,,,,,,
JDOC,2024-09-30,,,,,,
KNGS,2024-09-30,,,,,,
IBO,2024-09-30,35,,,,,
DFVX,2024-09-30,,,,,,
SRHR,2024-09-30,,,,,,
DVDN,2024-09-30,,,,,,
JHMU,2024-09-30,,,,,,
MTEN,2024-09-30,25,,,,,
TLIH,2024-09-30,20,,,,,
JHAC,2024-09-30,,,,,,
SETH,2024-09-30,,,,,,
BIYA,2024-09-30,20,,,,,
MURA,2024-09-30,35,,,,,
FFOG,2024-09-30,,,,,,
SHRT,2024-09-30,,,,,,
CRGX,2024-09-30,35,,,,,
TBG,2024-09-30,,,,,,
MTBA,2024-09-30,,,,,,
PMNT,2024-09-30,25,,,,,
LQAI,2024-09-30,,,,,,
DFGP,2024-09-30,,,,,,
DFGX,2024-09-30,,,,,,
DGCB,2024-09-30,,,,,,
BEEZ,2024-09-30,,,,,,
FTCB,2024-09-30,,,,,,
EMCC,2024-09-30,,,,,,
WXM,2024-09-30,20,,,,,
FBLG,2024-09-30,35,,,,,
BWTG,2024-09-30,,,,,,
JSI,2024-09-30,,,,,,
AVEE,2024-09-30,,,,,,
AVMC,2024-09-30,,,,,,
AVMV,2024-09-30,,,,,,
JL,2024-09-30,25,,,,,
HG,2024-09-30,40,,,,,
BTOC,2024-09-30,20,,,,,
ULS,2024-09-30,20,,,,,
ARKA,2024-09-30,,,,,,
ARKZ,2024-09-30,,,,,,
DYNI,2024-09-30,,,,,,
SPQ,2024-09-30,,,,,,
ARKC,2024-09-30,,,,,,
ARKD,2024-09-30,,,,,,
ARKY,2024-09-30,,,,,,
GHMS,2024-09-30,,,,,,
SOFR,2024-09-30,,,,,,
THTA,2024-09-30,,,,,,
QLTY,2024-09-30,,,,,,
SDCP,2024-09-30,,,,,,
CRTC,2024-09-30,,,,,,
SNOV,2024-09-30,,,,,,
FELC,2024-09-30,,,,,,
FELV,2024-09-30,,,,,,
FELG,2024-09-30,,,,,,
FENI,2024-09-30,,,,,,
FESM,2024-09-30,,,,,,
FMDE,2024-09-30,,,,,,
GNOV,2024-09-30,,,,,,
HRTS,2024-09-30,,,,,,
XNOV,2024-09-30,,,,,,
SCAP,2024-09-30,,,,,,
SUGP,2024-09-30,20,,,,,
HAO,2024-09-30,50,,,,,
TWG,2024-09-30,30,,,,,
ZK,2024-09-30,25,,,,,
ZKH,2024-09-30,20,,,,,
SPTE,2024-09-30,,,,,,
AIYY,2024-09-30,,,,,,
SMCO,2024-09-30,,,,,,
STAX,2024-09-30,,,,,,
BILD,2024-09-30,,,,,,
PWER,2024-09-30,,,,,,
CPAI,2024-09-30,,,,,,
LBO,2024-09-30,,,,,,
GVUS,2024-09-30,,,,,,
NRSH,2024-09-30,,,,,,
GGUS,2024-09-30,,,,,,
CCTG,2024-09-30,45,,,,,
NCI,2024-09-30,25,,,,,
DIVP,2024-09-30,,,,,,
IDEC,2024-09-30,,,,,,
ZONE,2024-09-30,20,,,,,
VGSR,2024-09-30,,,,,,
LSEQ,2024-09-30,,,,,,
RSSB,2024-09-30,,,,,,
VMAX,2024-09-30,,,,,,
SMTH,2024-09-30,,,,,,
HQGO,2024-09-30,,,,,,
QOWZ,2024-09-30,,,,,,
DIVG,2024-09-30,,,,,,
NSI,2024-09-30,,,,,,
VPLS,2024-09-30,,,,,,
CARK,2024-09-30,,,,,,
GELS,2024-09-30,35,,,,,
SPAM,2024-09-30,,,,,,
WISE,2024-09-30,,,,,,
CLOD,2024-09-30,,,,,,
FINE,2024-09-30,,,,,,
GSIB,2024-09-30,,,,,,
GDEC,2024-09-30,,,,,,
XIDE,2024-09-30,,,,,,
PJBF,2024-09-30,,,,,,
PJFM,2024-09-30,,,,,,
PSH,2024-09-30,,,,,,
PJIO,2024-09-30,,,,,,
PRMN,2024-09-30,,,,,,
PRAE,2024-09-30,,,,,,
TLN,2024-09-30,55,,,,,
ABCS,2024-09-30,,,,,,
WTBN,2024-09-30,,,,,,
ISPY,2024-09-30,,,,,,
JDVI,2024-09-30,,,,,,
SPWO,2024-09-30,,,,,,
SFLO,2024-09-30,,,,,,
TXSS,2024-09-30,,,,,,
OILT,2024-09-30,,,,,,
EV,2024-09-30,,,,,,
BCUS,2024-09-30,,,,,,
ZBAO,2024-09-30,40,,,,,
LZMH,2024-09-30,50,,,,,
PTHL,2024-09-30,35,,,,,
MMA,2024-09-30,25,,,,,
OSTX,2024-09-30,35,,,,,
JDZG,2024-09-30,25,,,,,
BLMZ,2024-09-30,50,,,,,
BBB,2024-09-30,,,,,,
AJAN,2024-09-30,,,,,,
HJAN,2024-09-30,,,,,,
JAND,2024-09-30,,,,,,
JANH,2024-09-30,,,,,,
JANJ,2024-09-30,,,,,,
JANP,2024-09-30,,,,,,
JANQ,2024-09-30,,,,,,
LJAN,2024-09-30,,,,,,
PBJA,2024-09-30,,,,,,
SKRE,2024-09-30,,,,,,
MYLD,2024-09-30,,,,,,
TYLD,2024-09-30,,,,,,
FTRB,2024-09-30,,,,,,
SDHC,2024-09-30,25,,,,,
YYGH,2024-09-30,20,,,,,
ZYBT,2024-09-30,35,,,,,
MGX,2024-09-30,35,,,,,
DYFI,2024-09-30,,,,,,
LGHT,2024-09-30,,,,,,
AAPX,2024-09-30,,,,,,
ARKB,2024-09-30,,,,,,
BTCO,2024-09-30,,,,,,
BTCW,2024-09-30,,,,,,
EZBC,2024-09-30,,,,,,
FBTC,2024-09-30,,,,,,
GOOX,2024-09-30,,,,,,
HODL,2024-09-30,,,,,,
HYKE,2024-09-30,,,,,,
MSFX,2024-09-30,,,,,,
IBIT,2024-09-30,,,,,,
MCHS,2024-09-30,,,,,,
MEMS,2024-09-30,,,,,,
BITB,2024-09-30,,,,,,
ZTEN,2024-09-30,,,,,,
ZTRE,2024-09-30,,,,,,
ZTWO,2024-09-30,,,,,,
TBFG,2024-09-30,,,,,,
TBFC,2024-09-30,,,,,,
YBTC,2024-09-30,,,,,,
CCEF,2024-09-30,,,,,,
ANRO,2024-09-30,35,,,,,
YMAX,2024-09-30,,,,,,
RECT,2024-09-30,20,,,,,
NTHI,2024-09-30,35,,,,,
KYTX,2024-09-30,35,,,,,
CCMG,2024-09-30,,,,,,
RJMG,2024-09-30,,,,,,
PSBD,2024-09-30,40,,,,,
PABD,2024-09-30,,,,,,
TBBB,2024-09-30,30,,,,,
MASK,2024-09-30,45,,,,,
YAAS,2024-09-30,45,,,,,
CGON,2024-09-30,35,,,,,
ROLR,2024-09-30,25,,,,,
AVBP,2024-09-30,35,,,,,
AS,2024-09-30,25,,,,,
XJAN,2024-09-30,,,,,,
EPSM,2024-09-30,25,,,,,
MNTL,2024-09-30,,,,,,
OFOS,2024-09-30,,,,,,
LNGZ,2024-09-30,,,,,,
COAL,2024-09-30,,,,,,
NUKZ,2024-09-30,,,,,,
IOTR,2024-09-30,50,,,,,
QMID,2024-09-30,,,,,,
QSML,2024-09-30,,,,,,
BBBS,2024-09-30,,,,,,
BBBI,2024-09-30,,,,,,
BBBL,2024-09-30,,,,,,
QFLR,2024-09-30,,,,,,
NCDL,2024-09-30,40,,,,,
GUTS,2024-09-30,35,,,,,
AMIX,2024-09-30,35,,,,,
NBOS,2024-09-30,,,,,,
VTEC,2024-09-30,,,,,,
VTEI,2024-09-30,,,,,,
QQQI,2024-09-30,,,,,,
YMAG,2024-09-30,,,,,,
SKK,2024-09-30,20,,,,,
LNKS,2024-09-30,20,,,,,
MVPA,2024-09-30,,,,,,
FEBP,2024-09-30,,,,,,
PBFB,2024-09-30,,,,,,
SIXF,2024-09-30,,,,,,
DFVE,2024-09-30,,,,,,
DCMT,2024-09-30,,,,,,
FLJJ,2024-09-30,,,,,,
IFEB,2024-09-30,,,,,,
XCH,2024-09-30,20,,,,,
PLUT,2024-09-30,40,,,,,
FLYE,2024-09-30,25,,,,,
MGNR,2024-09-30,,,,,,
XXCH,2024-09-30,,,,,,
KBUF,2024-09-30,,,,,,
KPRO,2024-09-30,,,,,,
EVLN,2024-09-30,,,,,,
TELO,2024-09-30,35,,,,,
CANQ,2024-09-30,,,,,,
EXOZ,2024-09-30,35,,,,,
HCWC,2024-09-30,30,,,,,
AUMI,2024-09-30,,,,,,
BUFC,2024-09-30,,,,,,
CPLS,2024-09-30,,,,,,
CZAR,2024-09-30,,,,,,
EYEG,2024-09-30,,,,,,
SMCF,2024-09-30,,,,,,
LGCF,2024-09-30,,,,,,
USRD,2024-09-30,,,,,,
TAFL,2024-09-30,,,,,,
TAFM,2024-09-30,,,,,,
GQI,2024-09-30,,,,,,
BRTR,2024-09-30,,,,,,
CA,2024-09-30,,,,,,
VCRB,2024-09-30,,,,,,
SFEB,2024-09-30,,,,,,
XFEB,2024-09-30,,,,,,
AOHY,2024-09-30,,,,,,
MBS,2024-09-30,,,,,,
WETH,2024-09-30,45,,,,,
KNOW,2024-09-30,,,,,,
BTFX,2024-09-30,,,,,,
MSTY,2024-09-30,,,,,,
FLDB,2024-09-30,,,,,,
FFLV,2024-09-30,,,,,,
MNDR,2024-09-30,35,,,,,
ORKT,2024-09-30,45,,,,,
MFI,2024-09-30,40,,,,,
NRES,2024-09-30,,,,,,
SCLZ,2024-09-30,,,,,,
ENGS,2024-09-30,20,,,,,
HUHU,2024-09-30,20,,,,,
MVPL,2024-09-30,,,,,,
SCIO,2024-09-30,,,,,,
CAAA,2024-09-30,,,,,,
MBSF,2024-09-30,,,,,,
GINX,2024-09-30,,,,,,
MAGQ,2024-09-30,,,,,,
MAGX,2024-09-30,,,,,,
USDX,2024-09-30,,,,,,
ULTY,2024-09-30,,,,,,
MRCP,2024-09-30,,,,,,
PBMR,2024-09-30,,,,,,
SIXP,2024-09-30,,,,,,
IMAR,2024-09-30,,,,,,
MAMO,2024-09-30,25,,,,,
IOPP,2024-09-30,,,,,,
COPP,2024-09-30,,,,,,
NCPB,2024-09-30,,,,,,
NPFI,2024-09-30,,,,,,
NSCR,2024-09-30,,,,,,
NUSB,2024-09-30,,,,,,
IRET,2024-09-30,,,,,,
SERV,2024-09-30,25,,,,,
MDPL,2024-09-30,,,,,,
MSSS,2024-09-30,,,,,,
MVFD,2024-09-30,,,,,,
MVFG,2024-09-30,,,,,,
QDTE,2024-09-30,,,,,,
XDTE,2024-09-30,,,,,,
QQQD,2024-09-30,,,,,,
QQQU,2024-09-30,,,,,,
SPYT,2024-09-30,,,,,,
ALAB,2024-09-30,45,,,,,
CUPR,2024-09-30,35,,,,,
FDSB,2024-09-30,40,,,,,
RDDT,2024-09-30,50,,,,,
USIN,2024-09-30,,,,,,
USSH,2024-09-30,,,,,,
TAXX,2024-09-30,,,,,,
IVVW,2024-09-30,,,,,,
IWMW,2024-09-30,,,,,,
PCIG,2024-09-30,,,,,,
PCCE,2024-09-30,,,,,,
AMDL,2024-09-30,,,,,,
AMZZ,2024-09-30,,,,,,
MSFL,2024-09-30,,,,,,
XIMR,2024-09-30,,,,,,
ROIS,2024-09-30,,,,,,
IQQQ,2024-09-30,,,,,,
CTNM,2024-09-30,35,,,,,
FDND,2024-09-30,,,,,,
IBAT,2024-09-30,,,,,,
AVXC,2024-09-30,,,,,,
BTRN,2024-09-30,,,,,,
BOLD,2024-09-30,35,,,,,
NNE,2024-09-30,20,,,,,
BCIL,2024-09-30,,,,,,
NBSM,2024-09-30,,,,,,
EAFG,2024-09-30,,,,,,
EAGL,2024-09-30,,,,,,
EVTR,2024-09-30,,,,,,
EVSM,2024-09-30,,,,,,
SOLV,2024-09-30,35,,,,,
PTL,2024-09-30,,,,,,
GEV,2024-09-30,20,,,,,
MARM,2024-09-30,,,,,,
GRPZ,2024-09-30,,,,,,
KEAT,2024-09-30,,,,,,
MVAL,2024-09-30,,,,,,
MGRO,2024-09-30,,,,,,
INRO,2024-09-30,,,,,,
AAPR,2024-09-30,,,,,,
APRP,2024-09-30,,,,,,
ARLU,2024-09-30,,,,,,
HAPR,2024-09-30,,,,,,
LAPR,2024-09-30,,,,,,
PBAP,2024-09-30,,,,,,
EHLS,2024-09-30,,,,,,
BITU,2024-09-30,,,,,,
SBIT,2024-09-30,,,,,,
KOOL,2024-09-30,,,,,,
FLAO,2024-09-30,,,,,,
RVER,2024-09-30,,,,,,
RAYJ,2024-09-30,,,,,,
SAMM,2024-09-30,,,,,,
CNEQ,2024-09-30,,,,,,
ALAI,2024-09-30,,,,,,
SPHL,2024-09-30,25,,,,,
VIK,2024-09-30,25,,,,,
IBTA,2024-09-30,50,,,,,
STBF,2024-09-30,,,,,,
MDST,2024-09-30,,,,,,
OGSP,2024-09-30,,,,,,
OOSP,2024-09-30,,,,,,
CTRI,2024-09-30,20,,,,,
FBUF,2024-09-30,,,,,,
FHEQ,2024-09-30,,,,,,
FYEE,2024-09-30,,,,,,
STXM,2024-09-30,,,,,,
CCSB,2024-09-30,,,,,,
NEWZ,2024-09-30,,,,,,
NXTI,2024-09-30,,,,,,
NXTV,2024-09-30,,,,,,
BOTT,2024-09-30,,,,,,
QCAP,2024-09-30,,,,,,
XAPR,2024-09-30,,,,,,
OPTZ,2024-09-30,,,,,,
YBIT,2024-09-30,,,,,,
LOAR,2024-09-30,20,,,,,
RITR,2024-09-30,60,,,,,
PSTR,2024-09-30,,,,,,
MAYP,2024-09-30,,,,,,
MAYU,2024-09-30,,,,,,
PBMY,2024-09-30,,,,,,
SIXZ,2024-09-30,,,,,,
RND,2024-09-30,,,,,,
IMAY,2024-09-30,,,,,,
ERNZ,2024-09-30,,,,,,
WEEI,2024-09-30,,,,,,
CPSM,2024-09-30,,,,,,
AGGS,2024-09-30,,,,,,
JHHY,2024-09-30,,,,,,
CRSH,2024-09-30,,,,,,
TOGA,2024-09-30,,,,,,
AGMI,2024-09-30,,,,,,
EIPI,2024-09-30,,,,,,
AIFD,2024-09-30,,,,,,
GRW,2024-09-30,,,,,,
QDCC,2024-09-30,,,,,,
MLPD,2024-09-30,,,,,,
JULP,2024-09-30,,,,,,
PBJL,2024-09-30,,,,,,
PAL,2024-09-30,20,,,,,
SVCO,2024-09-30,45,,,,,
INDH,2024-09-30,,,,,,
USOY,2024-09-30,,,,,,
AUGP,2024-09-30,,,,,,
PBAU,2024-09-30,,,,,,
BOW,2024-09-30,40,,,,,
MSW,2024-09-30,20,,,,,
LHSW,2024-09-30,45,,,,,
NDOW,2024-09-30,,,,,,
IPST,2024-09-30,30,,,,,
SEPP,2024-09-30,,,,,,
AIBD,2024-09-30,,,,,,
AIBU,2024-09-30,,,,,,
LRGG,2024-09-30,,,,,,
ASMF,2024-09-30,,,,,,
WEEL,2024-09-30,,,,,,
OCTP,2024-09-30,,,,,,
PBOC,2024-09-30,,,,,,
JADE,2024-09-30,,,,,,
NTCL,2024-09-30,25,,,,,
NAMI,2024-09-30,25,,,,,
QMMY,2024-09-30,,,,,,
XMAY,2024-09-30,,,,,,
OCFS,2024-09-30,,,,,,
GDXY,2024-09-30,,,,,,
SPTB,2024-09-30,,,,,,
THNR,2024-09-30,,,,,,
OZEM,2024-09-30,,,,,,
NOVP,2024-09-30,,,,,,
PBNV,2024-09-30,,,,,,
GENT,2024-09-30,,,,,,
GENM,2024-09-30,,,,,,
KBDC,2024-09-30,40,,,,,
DECP,2024-09-30,,,,,,
IBHK,2024-09-30,,,,,,
IBMS,2024-09-30,,,,,,
PBDE,2024-09-30,,,,,,
IBIK,2024-09-30,,,,,,
URAX,2024-09-30,,,,,,
IBDZ,2024-09-30,,,,,,
INBX,2024-09-30,35,,,,,
ACTU,2024-09-30,35,,,,,
SFHG,2024-09-30,20,,,,,
RSSY,2024-09-30,,,,,,
MFUT,2024-09-30,,,,,,
SEG,2024-09-30,60,,,,,
GAUZ,2024-09-30,45,,,,,
BUFS,2024-09-30,,,,,,
SECR,2024-09-30,,,,,,
PMAX,2024-09-30,40,,,,,
JUNP,2024-09-30,,,,,,
JNEU,2024-09-30,,,,,,
KJUN,2024-09-30,,,,,,
NJUN,2024-09-30,,,,,,
PBJN,2024-09-30,,,,,,
RTRE,2024-09-30,,,,,,
RAPP,2024-09-30,35,,,,,
CPNJ,2024-09-30,,,,,,
IJUN,2024-09-30,,,,,,
SIXD,2024-09-30,,,,,,
ETHU,2024-09-30,,,,,,
AIPI,2024-09-30,,,,,,
BGRO,2024-09-30,,,,,,
METD,2024-09-30,,,,,,
METU,2024-09-30,,,,,,
RSSL,2024-09-30,,,,,,
ETHT,2024-09-30,,,,,,
ETHD,2024-09-30,,,,,,
LUD,2024-09-30,15,,,,,
LB,2024-09-30,60,,,,,
FBLA,2024-09-30,40,,,,,
ALMS,2024-09-30,35,,,,,
SYFI,2024-09-30,,,,,,
SDFI,2024-09-30,,,,,,
SNOY,2024-09-30,,,,,,
WCT,2024-09-30,45,,,,,
BSCY,2024-09-30,,,,,,
BSJW,2024-09-30,,,,,,
IBGA,2024-09-30,,,,,,
IBGK,2024-09-30,,,,,,
IBTP,2024-09-30,,,,,,
GRAL,2024-09-30,35,,,,,
NIPG,2024-09-30,50,,,,,
TEM,2024-09-30,35,,,,,
BUFP,2024-09-30,,,,,,
PBFR,2024-09-30,,,,,,
OASC,2024-09-30,,,,,,
QXQ,2024-09-30,,,,,,
DMNIF,2024-09-30,25,,,,,
GEAR,2024-09-30,25,,,,,
HKPD,2024-09-30,20,,,,,
SDM,2024-09-30,50,,,,,
PCLA,2024-09-30,45,,,,,
MB,2024-09-30,25,,,,,
UFG,2024-09-30,10,,,,,
OMSE,2024-09-30,10,,,,,
SKBL,2024-09-30,20,,,,,
NCT,2024-09-30,20,,,,,
LGPS,2024-09-30,60,,,,,
XHLD,2024-09-30,50,,,,,
ONEG,2024-09-30,20,,,,,
NNNN,2024-09-30,35,,,,,
CJMB,2024-09-30,20,,,,,
MSGY,2024-09-30,20,,,,,
MIMI,2024-09-30,20,,,,,
FLOC,2024-09-30,10,,,,,
MAZE,2024-09-30,35,,,,,
TMDE,2024-09-30,10,,,,,
TMDE,2024-09-30,10,,,,,
SORA,2024-09-30,25,,,,,
DLXY,2024-09-30,10,,,,,
MTSR,2024-09-30,35,,,,,
VG,2024-09-30,10,,,,,
TTAM,2024-09-30,15,,,,,
PHOE,2024-09-30,20,,,,,
AGRZ,2024-09-30,20,,,,,
WTF,2024-09-30,40,,,,,
KNRX,2024-09-30,50,,,,,
NUTR,2024-09-30,25,,,,,
FMFC,2024-09-30,25,,,,,
SION,2024-09-30,35,,,,,
SFD,2024-09-30,30,,,,,
MRP,2024-09-30,60,,,,,
YDDL,2024-09-30,15,,,,,
KRMN,2024-09-30,20,,,,,
BBNX,2024-09-30,35,,,,,
NPB,2024-09-30,40,,,,,
JFB,2024-09-30,20,,,,,
AARD,2024-09-30,35,,,,,
EVSD,2024-09-30,,,,,,
STFS,2024-09-30,50,,,,,
BELT,2024-09-30,,,,,,
BRHY,2024-09-30,,,,,,
BMDL,2024-09-30,,,,,,
GLOW,2024-09-30,,,,,,
QQQT,2024-09-30,,,,,,
XIJN,2024-09-30,,,,,,
JUNM,2024-09-30,,,,,,
FLXR,2024-09-30,,,,,,
RSJN,2024-09-30,,,,,,
NITE,2024-09-30,,,,,,
NBSD,2024-09-30,,,,,,
ABNY,2024-09-30,,,,,,
NBFC,2024-09-30,,,,,,
IWMI,2024-09-30,,,,,,
STXI,2024-09-30,,,,,,
GRAF,2024-09-30,,,,,,
URAA,2024-09-30,,,,,,
KLMT,2024-09-30,,,,,,
WBTN,2024-09-30,50,,,,,
CGCV,2024-09-30,,,,,,
CGGE,2024-09-30,,,,,,
CGIC,2024-09-30,,,,,,
CGNG,2024-09-30,,,,,,
EMOT,2024-09-30,,,,,,
CGIB,2024-09-30,,,,,,
CGHM,2024-09-30,,,,,,
CGUI,2024-09-30,,,,,,
LSH,2024-09-30,20,,,,,
PMIO,2024-09-30,,,,,,
PUSH,2024-09-30,,,,,,
CLIK,2024-09-30,20,,,,,
AJUL,2024-09-30,,,,,,
HJUL,2024-09-30,,,,,,
JULU,2024-09-30,,,,,,
LJUL,2024-09-30,,,,,,
MAXJ,2024-09-30,,,,,,
QBER,2024-09-30,,,,,,
QBUL,2024-09-30,,,,,,
RBUF,2024-09-30,,,,,,
JAJL,2024-09-30,,,,,,
QBUF,2024-09-30,,,,,,
ZJUL,2024-09-30,,,,,,
CPRJ,2024-09-30,,,,,,
CPSJ,2024-09-30,,,,,,
EBUF,2024-09-30,,,,,,
IBUF,2024-09-30,,,,,,
OS,2024-09-30,45,,,,,
FCTE,2024-09-30,,,,,,
SPAI,2024-09-30,20,,,,,
AGH,2024-09-30,25,,,,,
TWFG,2024-09-30,40,,,,,
SUNS,2024-09-30,40,,,,,
BTCL,2024-09-30,,,,,,
BTCZ,2024-09-30,,,,,,
TAXE,2024-09-30,,,,,,
DRAI,2024-09-30,,,,,,
EBIT,2024-09-30,,,,,,
FIAT,2024-09-30,,,,,,
CCNR,2024-09-30,,,,,,
DUKX,2024-09-30,,,,,,
DUKH,2024-09-30,,,,,,
HEJD,2024-09-30,,,,,,
DUKQ,2024-09-30,,,,,,
DUKZ,2024-09-30,,,,,,
LYLD,2024-09-30,,,,,,
ICON,2024-09-30,20,,,,,
FATN,2024-09-30,45,,,,,
ILOW,2024-09-30,,,,,,
CON,2024-09-30,35,,,,,
KSPY,2024-09-30,,,,,,
QQA,2024-09-30,,,,,,
REKT,2024-09-30,,,,,,
RSPA,2024-09-30,,,,,,
LMBO,2024-09-30,,,,,,
EFAA,2024-09-30,,,,,,
AGIX,2024-09-30,,,,,,
CSHP,2024-09-30,,,,,,
CATF,2024-09-30,,,,,,
MADE,2024-09-30,,,,,,
LHAI,2024-09-30,60,,,,,
QCJL,2024-09-30,,,,,,
DCAP,2024-09-30,,,,,,
ETHA,2024-09-30,,,,,,
KQQQ,2024-09-30,,,,,,
ZDAI,2024-09-30,20,,,,,
TETH,2024-09-30,,,,,,
ETHV,2024-09-30,,,,,,
ZSPC,2024-09-30,25,,,,,
EZET,2024-09-30,,,,,,
FETH,2024-09-30,,,,,,
QETH,2024-09-30,,,,,,
ETHW,2024-09-30,,,,,,
ETH,2024-09-30,,,,,,
LINE,2024-09-30,60,,,,,
DIPS,2024-09-30,,,,,,
JULM,2024-09-30,,,,,,
GCAL,2024-09-30,,,,,,
GMNY,2024-09-30,,,,,,
GMUB,2024-09-30,,,,,,
GUMI,2024-09-30,,,,,,
ZJK,2024-09-30,20,,,,,
KCSH,2024-09-30,,,,,,
GIAX,2024-09-30,,,,,,
WRD,2024-09-30,25,,,,,
PTLE,2024-09-30,10,,,,,
BDIV,2024-09-30,,,,,,
SAWG,2024-09-30,,,,,,
SAWS,2024-09-30,,,,,,
BTC,2024-09-30,,,,,,
FLCG,2024-09-30,,,,,,
FLCV,2024-09-30,,,,,,
FSCC,2024-09-30,,,,,,
FLCC,2024-09-30,,,,,,
GPRF,2024-09-30,,,,,,
OCTA,2024-09-30,,,,,,
AUGU,2024-09-30,,,,,,
KAUG,2024-09-30,,,,,,
NAUG,2024-09-30,,,,,,
ZAUG,2024-09-30,,,,,,
CPSA,2024-09-30,,,,,,
IAUG,2024-09-30,,,,,,
NBCR,2024-09-30,,,,,,
FGL,2024-09-30,20,,,,,
XAIX,2024-09-30,,,,,,
TBH,2024-09-30,50,,,,,
WGRX,2024-09-30,35,,,,,
LCDS,2024-09-30,,,,,,
MCDS,2024-09-30,,,,,,
SCDS,2024-09-30,,,,,,
LLYX,2024-09-30,,,,,,
BABO,2024-09-30,,,,,,
GAEM,2024-09-30,,,,,,
RMOP,2024-09-30,,,,,,
RMCA,2024-09-30,,,,,,
RMNY,2024-09-30,,,,,,
YSXT,2024-09-30,25,,,,,
JGRW,2024-09-30,,,,,,
SCUS,2024-09-30,,,,,,
PC,2024-09-30,25,,,,,
YXT,2024-09-30,45,,,,,
JEMB,2024-09-30,,,,,,
HCAI,2024-09-30,20,,,,,
MSTX,2024-09-30,,,,,,
TSPY,2024-09-30,,,,,,
YQQQ,2024-09-30,,,,,,
LGCY,2024-09-30,25,,,,,
AUGM,2024-09-30,,,,,,
QMAG,2024-09-30,,,,,,
TOAK,2024-09-30,,,,,,
QHDG,2024-09-30,,,,,,
QQQG,2024-09-30,,,,,,
RYOJ,2024-09-30,35,,,,,
CRE,2024-09-30,20,,,,,
TSMY,2024-09-30,,,,,,
SMST,2024-09-30,,,,,,
COPA,2024-09-30,,,,,,
LIMI,2024-09-30,,,,,,
RSBY,2024-09-30,,,,,,
URAN,2024-09-30,,,,,,
INLF,2024-09-30,20,,,,,
GRO,2024-09-30,15,,,,,
