date,GICS Sector,RET_SEC,MKT_SEC
2018-05-31,Communication Services,0.03131518040655595,1872513474042040.0
2018-05-31,Consumer Discretionary,0.02853158731520732,2390126792533920.0
2018-05-31,Consumer Staples,-0.019095185756084307,1847080266398880.0
2018-05-31,Energy,0.04039372731121613,1337737871178050.0
2018-05-31,Financials,0.004696243587573013,3471770058675940.0
2018-05-31,Health Care,0.012759090316168661,2913415995581320.0
2018-05-31,Industrials,0.03662940170147793,2228162261529890.0
2018-05-31,Information Technology,0.07858759564813944,4290372326585400.0
2018-05-31,Materials,0.0314869912133532,396538937960000.0
2018-05-31,Real Estate,0.024166387754610306,660799409104350.0
